ID,Country,VFN,Mp,Mh,Man,MMS,Tan,T,Va,Ve,Mk,Cn,Ct,Cr,r,m (kg),Mt,Enedc (g/km),Ewltp (g/km),W (mm),At1 (mm),At2 (mm),Ft,Fm,ec (cm3),ep (KW),z (Wh/km),IT,Ernedc (g/km),Erwltp (g/km),De,Vf,Status,year,Date of registration,Fuel consumption ,Electric range (km)
587721,ES,IP-050597-KNA-1,KIA,KIA,KIA CORPORATION,,e5*2007/46*1077*05,YB,B5P81,M57AZ1,KIA,RIO,M1,M1,1,1120.0,,112.0,122.0,2580.0,1512.0,1518.0,PETROL,M,1197.0,61.0,,e5 29,,1.0,,,P,2021,2021-09-09,5.4,
52245656,DE,IP-091929-KMH-1,HYUNDAI,HYUNDAI,HYUNDAI MOTOR COMPANY,,E4*2007/46*1259*11,OS,F5P51,M61A12,HYUNDAI,"KONA, KAUAI",M1,M1,1,1340.0,1571.0,,138.0,2600.0,1559.0,1568.0,PETROL,H,998.0,88.0,,,,,,,P,2021,2021-02-24,6.1,
57159279,AT,IP-VN46T1Z_A1_0402-WVN-1,VW-SAIC,VOLKSWAGEN,VOLKSWAGEN AG,,E1*2001/116*0220*63,7HC,GDNAB320X0,LNFM5FM52Z01116NVR24BI2A91A,"VOLKSWAGEN, VW",KOMBI,M1,M1,1,1899.0,2386.0,,192.0,3400.0,1622.0,1628.0,DIESEL,M,1968.0,81.0,,e1 29,,1.0,,,P,2021,2021-08-31,,
50651483,DE,IP-MQB37SZ_B1_0567-VSS-1,VW-SAIC,SEAT,SEAT SA,,E9*2007/46*6394*30,5FP,SXDPCAX0,FD7SFD7CW0024BIVL1C18BD,SEAT,SEAT ATECA,M1,M1,1,1416.0,1557.0,,155.0,2621.0,1549.0,1575.0,PETROL,M,1498.0,110.0,,E9 28 29,,2.0,,,P,2021,2021-12-15,6.8,
166072,ES,,STELLANTIS,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,,E2*2007/46*0534*16,M,R,HNSM-S1P600,PEUGEOT,N5008,M1,M1,1,1504.0,,116.0,145.0,2840.0,1601.0,1610.0,PETROL,M,1199.0,96.0,,E2  28 29,,2.1,,,P,2021,2021-03-31,,
56077300,GR,IP-BX72_2020_00005-WF0-1,FORD,FORD WERKE GMBH,FORD WERKE GMBH,,E9*2007/46*3165*07,J2K,B7JB12X,5CFPTNAQSAC,FORD,PUMA,M1,M1,1,1280.0,,,121.0,2588.0,1562.0,1518.0,PETROL,H,999.0,91.0,,e9 32 37,,2.1,,,P,2021,2021-09-27,,
55521957,FR,IP-2019_536BBF-YV1-1,,VOLVO,VOLVO CAR CORPORATION,,E9*2007/46*3146*11,X,ZBB,VF0?,VOLVO,XC40,M1,M1,1,1812.0,1901.0,,47.0,2702.0,1601.0,1626.0,PETROL/ELECTRIC,P,1477.0,132.0,152.0,,,,,,P,2021,2021-06-24,2.1,45.0
54265636,FR,IP-JDA1MTGJT4B_000-VF1-1,RENAULT-NISSAN-MITSUBISHI,RENAULT,RENAULT SAS,,E2*2001/116*0323*64,SR,DHE2,MT6UB290M0EG,DACIA,DUSTER,M1,M1,1,1371.0,1457.0,,127.0,2673.0,1563.0,1570.0,LPG,B,999.0,74.0,,e9 37,,0.8,,,P,2021,2021-12-21,7.0,
46012937,IT,IP-050531-NLH-1,HYUNDAI,HYUNDAI ASSAN,HYUNDAI ASSAN OTOMOTIV SANAYI VE TICARET AS,,E49*2007/46*0128*02,NAC3G08,B5P11,M53A11,HYUNDAI,I10 BI-FUEL,M1,M1,1,1051.0,,,110.0,2425.0,,,LPG,B,998.0,48.0,,,,,,,P,2021,2021-11-03,6.1,
54943725,FR,IP-ZKX____REDU5760-VR3-0,STELLANTIS,PSA,PSA AUTOMOBILES SA,,E2*2007/46*0639*12,U,K,ZKXZ-R0A000,PEUGEOT,2008,M1,M1,1,1623.0,1722.0,0.0,0.0,2605.0,1550.0,1550.0,ELECTRIC,E,,57.0,177.0,,,,,,P,2021,2021-02-22,,319.0
50313517,DE,IP-08_BAU_0076_01-W0V-1,STELLANTIS,OPEL AUTOMOBILE,OPEL AUTOMOBILE GMBH,,E4*2007/46*0996*25,B-K,DA027DB12,BW1BAUKH3A5,OPEL,ASTRA SPORTS TOURER+,M1,M1,1,1355.0,1466.0,,123.0,2662.0,1540.0,1557.0,PETROL,M,1199.0,96.0,,,,,,,P,2021,2021-10-21,5.4,
47331351,IT,IP-03_312_0282-ZFA-1,STELLANTIS,FIAT GROUP,FCA ITALY SPA,,E3*2007/46*0064*63,312,YYD1B,EY9GM,LANCIA,YPSILON,M1,M1,1,1065.0,,,118.0,2390.0,,,PETROL,H,999.0,52.0,,,,,,,P,2021,2021-09-29,,
607706,ES,,STELLANTIS,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,,E2*2007/46*0534*18,M,R,HNSM-C1P600,PEUGEOT,N 3008,M1,M1,1,1395.0,,,140.0,2675.0,1601.0,1610.0,PETROL,M,1199.0,96.0,,E2 28 29,,2.2,,,P,2021,2021-09-28,,
55524678,FR,IP-2019_536BWF-YV1-1,,VOLVO,VOLVO CAR CORPORATION,,E9*2007/46*3146*12,X,ZBW,VF0?,VOLVO,XC40,M1,M1,1,1812.0,1937.0,,48.0,2702.0,1601.0,1626.0,PETROL/ELECTRIC,P,1477.0,95.0,153.0,,,,,,P,2021,2021-11-29,2.1,45.0
54719954,FR,IP-HMR____MA5_1315-VF7-0,STELLANTIS,AUTOMOBILES CITROEN,AUTOMOBILES CITROEN,,E2*2007/46*0003*64,S,XHMR,V/AAXS,CITROEN,C3,M1,M1,1,1055.0,1189.0,,123.0,2539.0,1483.0,1480.0,PETROL,M,1199.0,61.0,,e2 28 29,,1.9,,,P,2021,2021-04-01,5.4,
57339793,NL,IP-JDA1MFPTL4B_000-VF1-1,RENAULT-NISSAN-MITSUBISHI,RENAULT,RENAULT SAS,,E2*2001/116*0323*65,SR,DHE2,MF6UB350M000,DACIA,DUSTER,M1,M1,1,1317.0,1413.0,,141.0,2670.0,1560.0,1570.0,PETROL,M,1332.0,96.0,,e9 29 37,,1.9,,,P,2021,,,
47227156,IT,IP-03_312_0282-ZFA-1,STELLANTIS,FIAT GROUP,FCA ITALY SPA,,E3*2007/46*0064*62,312,PYD1B,EP18AFM,FIAT,PANDA,M1,M1,1,1078.0,,,119.0,2300.0,,,PETROL,H,999.0,52.0,,,,,,,P,2021,2021-07-05,,
52099662,DE,IP-V362_2019_00056-WF0-1,FORD,FORD WERKE GMBH,FORD WERKE GMBH,,E5*2007/46*1034*08,FAC,BCFA1SBX,S9WRASAFCAWZC,FORD,TOURNEO CUSTOM,M1,M1,1,2284.0,2596.0,,209.0,2933.0,1734.0,1735.0,DIESEL,M,1995.0,136.0,,E5 29,,1.1,,,P,2021,2021-03-13,,
51030233,DE,IP-0097-JT1-1,MAZDA-SUBARU-SUZUKI-TOYOTA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,,E6*2007/46*0338*03,"AX1T(EU,M)",MAXH10(H),MAXH10L-AHXKBW(1F),TOYOTA,TOYOTA C-HR,M1,M1,1,1560.0,1644.0,,119.0,2640.0,1540.0,1560.0,PETROL,H,1987.0,112.0,,E6 28,,0.8,,,P,2021,2021-02-12,,
530533,ES,,RENAULT-NISSAN-MITSUBISHI,DACIA,AUTOMOBILE DACIA SA,,E2*2001/116*0314*95,SD,0JDV,NR6UA1B0M700,DACIA,LODGY,M1,M1,1,1405.0,,115.0,131.0,2810.0,1492.0,1478.0,DIESEL,M,1461.0,85.0,,,,,,,P,2021,2021-07-29,5.0,
54396816,FR,IP-JAA1MTPJT4A_000-VF1-1,RENAULT-NISSAN-MITSUBISHI,RENAULT,RENAULT SAS,,E2*2007/46*0676*14,RJA,BE2,MT6UA7GA5200,RENAULT,CLIO,M1,M1,1,1163.0,1259.0,,118.0,2583.0,1506.0,1494.0,PETROL,M,999.0,67.0,,e9 29 37,,1.9,,,P,2021,2021-12-29,5.2,
57201557,AT,IP-03_312_0282-ZFA-1,STELLANTIS,FIAT GROUP,FCA ITALY SPA,,E3*2007/46*0064*62,312,PYD1B,EP18ZM,FIAT,PANDA,M1,M1,1,1077.0,1157.0,,118.0,2300.0,1409.0,1407.0,PETROL,H,999.0,51.0,,,,,,,P,2021,2021-06-14,,
50395255,DE,IP-HNS____MB6_5420-VR3-0,STELLANTIS,PSA,PSA AUTOMOBILES SA,,E2*2007/46*0639*13,U,S,HNSK-R1B700,PEUGEOT,2008,M1,M1,1,1267.0,1354.0,,127.0,2605.0,1550.0,1550.0,PETROL,M,1199.0,96.0,,E2  28 29,,2.0,,,P,2021,2021-04-30,5.6,
45196041,SE,IP-2020_534EDE-LPS-1,,VOLVO,VOLVO CAR CORPORATION,,E9*2007/46*6834*03,V,VSED,VSEDEE0?,POLESTAR,POLESTAR 2,M1,M1,1,2198.0,2299.0,0.0,0.0,2735.0,1602.0,1601.0,ELECTRIC,E,,300.0,193.0,,,,,,P,2021,,,468.0
50164518,DE,IP-2020_0409-W1K-1,MERCEDES-BENZ,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2001/116*0480*41,204 X,R74ST1,CZAA050A,MERCEDES-BENZ,GLC 300 E 4MATIC,M1,M1,1,2030.0,2154.0,,46.0,2873.0,1616.0,1618.0,PETROL/ELECTRIC,P,1991.0,155.0,252.0,,,,,,P,2021,2021-08-05,,50.0
51526220,DE,IP-MQB37WZ_A1_0585-WVW-1,VW-SAIC,VOLKSWAGEN,VOLKSWAGEN AG,,E1*2007/46*2180*00,CDV,ACDTSBX0,FD7FD7GC002N4BISON1ML1BVR2AG0,"VOLKSWAGEN, VW",GOLF,M1,M1,1,1520.0,1660.0,,125.0,2669.0,1503.0,1533.0,DIESEL,M,1968.0,110.0,,,,,,,P,2021,2021-10-01,4.8,
231531,ES,IP MQB37WZ_A0_0583 VSS 1,VW-SAIC,SEAT,SEAT SA,,E9*2007/46*3167*12,KL,SBDTRDX0,FM6SFM6C90024BIVL1AAH15,SEAT,SEAT LEON,M1,M1,1,1403.0,,102.0,114.0,2669.0,1544.0,1514.0,DIESEL,M,1968.0,85.0,,e9 28 29,,1.9,,,P,2021,2021-12-17,4.3,
46318382,IT,IP-HMH____MA5_5310-VR3-0,STELLANTIS,PSA,PSA AUTOMOBILES SA,,E2*2007/46*0639*15,U,P,HMHD-J1B500,PEUGEOT,208,M1,M1,1,1055.0,1165.0,,119.0,2540.0,,,PETROL,M,1199.0,55.0,,,,2.0,,,P,2021,2021-10-05,,
55162190,FR,IP-YHS____MB6_112D-W0V-0,STELLANTIS,OPEL AUTOMOBILE,OPEL AUTOMOBILE GMBH,,E4*2007/46*1194*12,P7MONOCABC,EA075DB12,BF1VAMPG9A5,OPEL,CROSSLAND X,M1,M1,1,1280.0,1423.0,,120.0,2604.0,1513.0,1491.0,DIESEL,M,1499.0,81.0,,e4 28 29,,1.9,,,P,2021,2021-07-30,4.6,
57149491,AT,IP-0000683-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1682*11,FMX,21BS,IAW50000,MINI,MINI COOPER SE ALL4 COUNTRYMAN,M1,M1,1,1790.0,1902.0,44.0,41.0,2670.0,1563.0,1565.0,PETROL/ELECTRIC,P,1499.0,92.0,151.0,,,,,,P,2021,2021-07-02,,49.0
40645911,DK,,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*2017*05,G3K,11DZ,IAA500B0,BMW,320d,M1,M1,1,1705.0,1837.0,109.0,130.0,2851.0,1573.0,1588.0,DIESEL,H,1995.0,140.0,,,,,,,P,2021,,,
46912569,IT,IP-B479_2019_00007-WF0-1,FORD,FORD WERKE GMBH,FORD WERKE GMBH,,E9*2007/46*3142*21,JHH,FSJA1JX,5AEPCNAP7AQ,FORD,FIESTA,M1,M1,1,1180.0,1249.0,,121.0,2493.0,,,PETROL,M,1084.0,55.0,,E9  28 29,,2.1,,,P,2021,2021-07-30,4.6,
51003381,DE,IP-0021-JT1-1,MAZDA-SUBARU-SUZUKI-TOYOTA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,,E6*2007/46*0348*04,AB1,KGB40(H),KGB40L-AHMGKW(1W),TOYOTA,TOYOTA AYGO,M1,M1,1,930.0,1012.0,,114.0,2340.0,1420.0,1430.0,PETROL,M,998.0,53.0,,,,,,,P,2021,2021-08-30,5.0,
54289158,FR,IP-JDA1ADDTL4A_002-VF1-1,RENAULT-NISSAN-MITSUBISHI,RENAULT,RENAULT SAS,,E2*2001/116*0323*62,SR,DHD2,AD6UA1S0M0B0,DACIA,DUSTER,M1,M1,1,1429.0,1525.0,,132.0,2673.0,1563.0,1570.0,DIESEL,M,1461.0,85.0,,e2 29,,1.0,,,P,2021,2021-06-14,5.0,
46680857,IT,IP-0000484-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1797*11,G3X,UZ91,IAV5I0BA,BMW,X3 XDRIVE30D,M1G,M1,1,2005.0,,,168.0,2864.0,,,DIESEL,H,2993.0,183.0,,,,,,,P,2021,2021-06-30,5.2,
50944167,DE,IP-13-WVW-2018-0098,,AA-IVA,AA-IVA,,E13*2007/46*1845*15,A1,DGTEX0AC4,FM6FM62S0344BF1CANN0,"VOLKSWAGEN, VW",T-ROC,M1,M1,1,1391.0,1521.0,,146.0,2590.0,1533.0,1538.0,DIESEL,M,1598.0,85.0,,,,,,,P,2021,2021-02-01,,
57334277,NL,IP-JFB1MTGJT4A_000-UU1-0,RENAULT-NISSAN-MITSUBISHI,DACIA,AUTOMOBILE DACIA SA,,E19*2007/46*0026*04,DJF,BEV,MT6UA35M5200,DACIA,SANDERO,M1,M1,1,1229.0,1310.0,,115.0,2600.0,1520.0,1520.0,LPG,B,999.0,74.0,,,,,,,P,2021,,,
45073194,RO,IP-JFA1MTGJT4A_000-UU1-0,RENAULT-NISSAN-MITSUBISHI,DACIA,AUTOMOBILE DACIA SA,,E19*2007/46*0026*04,DJF,LES,MT6UA37M5100,DACIA,LOGAN,M1,M1,1,1199.0,1311.0,,119.0,2649.0,1526.0,1520.0,LPG,B,999.0,67.0,,e9 37,,0.8,,,P,2021,,,
54143301,FR,IP-JFA1MGPJH3A_000-UU1-0,RENAULT-NISSAN-MITSUBISHI,DACIA,AUTOMOBILE DACIA SA,,E19*2007/46*0026*05,DJF,BES,MG5UA21M5100,DACIA,SANDERO,M1,M1,1,1090.0,1200.0,,121.0,2604.0,1526.0,1520.0,PETROL,M,999.0,49.0,,e9 29 37,,1.7,,,P,2021,2021-09-03,5.3,
45311151,SE,IP-B479_2019_00010-WF0-1,FORD,FORD WERKE GMBH,FORD WERKE GMBH,,E9*2007/46*3142*17,JHH,B7JB1JX,5CDPTNAXJA6,FORD,FIESTA,M1,M1,1,1217.0,1306.0,,115.0,2493.0,1508.0,1471.0,PETROL,H,999.0,92.0,,e9  32,,1.3,,,P,2021,,,
49949113,DE,IP-2019_4002-WME-1,MERCEDES-BENZ,MERCEDES-BENZ AG,MERCEDES-BENZ AG,,E1*2001/116*0413*45,451,53E5Y0,ZZBAA20B,SMART,EQ FORTWO COUPE,M1,M1,1,1095.0,1203.0,0.0,0.0,1873.0,1431.0,1471.0,ELECTRIC,E,,41.0,169.0,,,,,,P,2021,2021-04-12,,152.0
47352603,IT,IP-03_312_0208-ZFA-1,STELLANTIS,FIAT GROUP,FCA ITALY SPA,,E3*2007/46*0064*57,312,YYD1B,EY9CM,LANCIA,YPSILON,M1,M1,1,1055.0,,,125.0,2390.0,,,PETROL,H,999.0,52.0,,,,,,,P,2021,2021-01-08,4.0,
56432402,BE,IP-0000034-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1676*12,F1X,31AC,IAW500B0,BMW,X1 sDrive16d,M1,M1,1,1575.0,1689.0,,135.0,2670.0,1561.0,1562.0,DIESEL,M,1496.0,85.0,,e24 29,,1.2,,,P,2021,2021-10-26,4.1,
46358931,IT,IP-JDA1MTGJR5A_000-VF1-1,RENAULT-NISSAN-MITSUBISHI,RENAULT,RENAULT SAS,,E2*2001/116*0323*60,SR,DHE2,MT5DA0C0M04E,DACIA,DUSTER,M1,M1,1,1363.0,,,128.0,2673.0,,,LPG,B,999.0,74.0,,,,,,,P,2021,2021-02-10,5.4,
50844299,DE,IP-MQB37WZ_A0_0807-TMB-1,VW-SAIC,SKODA,SKODA AUTO AS,,E8*2007/46*0355*09,NX,ACDTUAX0,RFD7FD7GC0044BIML4N1B9A,SKODA,OCTAVIA RS,M1,M1,1,1528.0,1677.0,,134.0,2677.0,1531.0,1535.0,DIESEL,M,1968.0,147.0,,E8 28 29,,1.5,,,P,2021,2021-12-17,5.1,
828267,ES,IP-0136-JT1-1,MAZDA-SUBARU-SUZUKI-TOYOTA,TOYOTA,TOYOTA MOTOR EUROPE NV SA,,e6*2007/46*0338*04,AX1TEUM,ZYX11(H),ZYX11L-AHXKBW(1G),TOYOTA,C-HR,M1,M1,1,1495.0,,86.0,111.0,2640.0,1540.0,1560.0,PETROL,M,1798.0,72.0,,E6 28,,,,,P,2021,2021-05-31,4.9,
54235852,FR,IP-07A1MKPJE3A_001-VF1-1,RENAULT-NISSAN-MITSUBISHI,RENAULT,RENAULT SAS,,E2*2007/46*0457*21,AH,2BE2,MK5UA1L12000,RENAULT,TWINGO,M1,M1,1,993.0,1077.0,,117.0,2492.0,1431.0,1443.0,PETROL,M,999.0,48.0,,e9 29,,1.0,,,P,2021,2021-07-23,5.2,
46940983,IT,IP-C482_2019_00007-WF0-1,FORD,FORD WERKE GMBH,FORD WERKE GMBH,,E13*2007/46*2188*03,DFK,BGDA1HX,566DA6AP6AF,FORD,KUGA,M1,M1,1,1844.0,,,,2710.0,,,PETROL/ELECTRIC,P,2488.0,112.0,158.0,,,,,,P,2021,2021-02-08,,56.0
44921622,EE,IP-13_2020_506-JM4-1,MAZDA-SUBARU-SUZUKI-TOYOTA,MAZDA EUROPE,MAZDA MOTOR LOGISTICS EUROPE N.V.,,E13*2007/46*2249*03,BPE,6HG,ACW0AC,MAZDA,3,M1,M1,1,1395.0,1491.0,,138.0,2725.0,1570.0,1580.0,PETROL,H,1998.0,110.0,,e13 28,,0.8,,,P,2021,2021-06-08,6.0,
45084630,RO,IP-JFB1M6PJT4A_000-UU1-0,RENAULT-NISSAN-MITSUBISHI,DACIA,AUTOMOBILE DACIA SA,,E19*2007/46*0026*05,DJF,BEV,M66UA23M5100,DACIA,SANDERO,M1,M1,1,1152.0,1287.0,,127.0,2604.0,1520.0,1520.0,PETROL,M,999.0,67.0,,e19  29 37,,1.8,,,P,2021,,,
45506879,FI,IP-HNP____MB6_1424-W0V-0,STELLANTIS,OPEL AUTOMOBILE,OPEL AUTOMOBILE GMBH,,E4*2007/46*1194*15,P7 MONOCAB C,EA025DB12,BE1VADPH0A5,OPEL,CROSSLAND,M1,M1,1,1254.0,1363.0,,129.0,2604.0,1513.0,1491.0,PETROL,M,1199.0,81.0,,e2 29 28,,2.1,,,P,2021,2021-08-18,,
56097335,IE,IP-MQB37AS_A1_0814-WAU-1,VW-SAIC,AUDI AG,AUDI AG,,E1*2007/46*1900*16,F3,XDPCAF1,FM6FM6C9011RT21A184BIAHA1EM1AB0,Audi,Q3,M1,M1,1,1525.0,1623.0,,148.0,2677.0,1582.0,1583.0,PETROL,M,1498.0,110.0,,e13 28 29,,2.0,,,P,2021,2021-04-23,5.7,
54043922,FR,IP-0500709-TMA-1,HYUNDAI,HYUNDAI CZECH,HYUNDAI MOTOR MANUFACTURING CZECH SRO,,E5*2018/858*00001*01,NX4e,F5P41,A61B14,HYUNDAI,TUCSON,M1,M1,1,1639.0,1783.0,,131.0,2680.0,1615.0,1622.0,PETROL,H,1598.0,132.0,,e5 28,,1.2,,,P,2021,2021-05-04,5.7,
51673483,DE,IP-0000545-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*1676*11,F1X,11AB,IAW500LT,BMW,X1 XDRIVE 20I,M1,M1,1,1655.0,1778.0,,162.0,2670.0,1561.0,1562.0,PETROL,M,1998.0,131.0,,E24  28 29,,2.1,,,P,2021,2021-03-30,,
54896806,FR,IP-YHS____MB6_5126-VR3-0,STELLANTIS,PSA,PSA AUTOMOBILES SA,,E2*2007/46*0639*13,U,D,YHSK-R2B500,PEUGEOT,2008,M1,M1,1,1280.0,1353.0,,114.0,2605.0,1550.0,1550.0,DIESEL,M,1499.0,81.0,,e2 28 29,,1.9,,,P,2021,2021-04-30,4.4,
55360178,FR,IP-B479_2019_00007-WF0-1,FORD,FORD WERKE GMBH,FORD WERKE GMBH,,E9*2007/46*3142*21,JHH,FSJA1JX,5AEPBNAP7AQ,FORD,FIESTA,M1,M1,1,1189.0,1252.0,,121.0,2493.0,1508.0,1471.0,PETROL,M,1084.0,55.0,,e9 28 29,,2.1,,,P,2021,2021-08-17,5.3,
45368467,SE,IP-MQB37SZ_A1_1022-WVW-1,VW-SAIC,VOLKSWAGEN,VOLKSWAGEN AG,,E13*2007/46*1845*20,A1,DPCAX0AC4,FD7FD7CW0024BI1AANNI0,"VOLKSWAGEN, VW",T-ROC,M1,M1,1,1348.0,1489.0,,144.0,2590.0,1536.0,1530.0,PETROL,M,1498.0,110.0,,e13 29,,1.1,,,P,2021,,,
56120893,IE,,HYUNDAI,HYUNDAI,HYUNDAI MOTOR COMPANY,,E5*2007/46*1087*00,GB,B5P31,M51AZ1,Hyundai,i20 i20 Active,M1,M1,1,1055.0,1166.0,,136.0,2570.0,1520.0,1519.0,PETROL,M,1248.0,55.0,,,,,,,P,2021,2021-05-24,5.7,
56174075,IE,,MAZDA-SUBARU-SUZUKI-TOYOTA,SUZUKI MOTOR CORPORATION,SUZUKI MOTOR CORPORATION,,E4*2007/46*1205*04,AZ,C53S,MT2,Suzuki,SWIFT,M1,M1,1,925.0,1051.0,,113.0,2450.0,1520.0,1520.0,PETROL,M,1242.0,66.0,,,,,,,P,2021,2021-01-20,4.1,
56565359,BE,IP-JAA1MTPJT4A_000-VF1-1,RENAULT-NISSAN-MITSUBISHI,RENAULT,RENAULT SAS,,E2*2007/46*0676*08,RJA,BE2,MT6UA2GA5000,RENAULT,CLIO,M1,M1,1,1157.0,1260.0,,118.0,2583.0,1506.0,1494.0,PETROL,M,999.0,67.0,,e9 28 29,,2.5,,,P,2021,2021-01-06,4.9,
52222960,DE,IP-050530-NLH-1,HYUNDAI,HYUNDAI ASSAN,HYUNDAI ASSAN OTOMOTIV SANAYI VE TICARET AS,,E5*2007/46*0090*03,AC3,B4P11,M52A11,HYUNDAI,I10,M1,M1,1,994.0,1106.0,,117.0,2425.0,1467.0,1478.0,PETROL,M,998.0,49.0,,,,,,,P,2021,2021-06-30,5.2,
46484959,IT,IP-0022-VF7-0,STELLANTIS,AUTOMOBILES CITROEN,AUTOMOBILES CITROEN,,E6*2007/46*0349*04,P,S,CFB7-B1B000,CITROEN,C1,M1,M1,1,915.0,1020.0,,110.0,2340.0,,,PETROL,M,998.0,53.0,,,,,,,P,2021,2021-05-31,,
54189631,FR,IP-JFA1MTGJT4A_000-UU1-0,RENAULT-NISSAN-MITSUBISHI,DACIA,AUTOMOBILE DACIA SA,,E19*2007/46*0026*03,DJF,BES,MT6UA17M5100,DACIA,SANDERO,M1,M1,1,1182.0,1267.0,,108.0,2604.0,1526.0,1520.0,LPG,B,999.0,74.0,,,,,,,P,2021,2021-04-27,7.0,
47226579,IT,IP-03_312_0290-ZFA-1,STELLANTIS,FIAT GROUP,FCA ITALY SPA,,E3*2007/46*0064*64,312,PYD1B,EP18APM,FIAT,PANDA,M1,M1,1,1055.0,,,109.0,2300.0,,,PETROL,H,999.0,52.0,,,,,,,P,2021,2021-10-29,,
57566093,IS,IP-09_31127-5YJ-1,TESLA,TESLA,TESLA INC,,E4*2007/46*1293*19,003,Y5CD,BZb3s5T3,TESLA,Model Y,M1,M1,1,2056.0,2211.0,0.0,0.0,2890.0,1636.0,1636.0,ELECTRIC,E,,378.0,169.0,,,,,,P,2021,2021-09-03,,507.0
45512453,FI,IP-HNS____ATN85440-VR3-0,STELLANTIS,PSA,PSA AUTOMOBILES SA,,E2*2007/46*0639*13,U,S,HNSS-41B700,OPEL,MOKKA,M1,M1,1,1295.0,1404.0,,135.0,2557.0,1550.0,1550.0,PETROL,M,1199.0,96.0,,e2 28 29,,2.0,,,P,2021,2021-04-15,,
46846657,IT,IP-MQB27ZZ_A1_0527-WVW-1,VW-SAIC,VOLKSWAGEN,VOLKSWAGEN AG,,E1*2007/46*1783*23,AW,ABDSGD,FM5FM5DF010N2VR24BI1AA0G,VOLKSWAGEN,POLO,M1,M1,1,1130.0,1249.0,,124.0,2551.0,,,PETROL,M,999.0,59.0,,,,,,,P,2021,2021-04-14,4.5,
56918593,SK,,VW-SAIC,SKODA,SKODA AUTO AS,,E8*2007/46*0319*11,5J,ACDKLDX01,,ŠKODA,FABIA,M1,M1,1,1246.0,1317.0,113.0,133.0,2455.0,1463.0,1457.0,PETROL,M,999.0,70.0,,e8 29,,1.1,,,P,2021,,,
57495638,NL,IP-MEB31AZ_A0_0996-WVW-1,VW-SAIC,VOLKSWAGEN,VOLKSWAGEN AG,,E1*2018/858*00004*06,E2,4ACEBJAL1FX2,OPE1MH0020O1ASA,VOLKSWAGEN,ID.4 PRO 150 KW,M1,M1,1,2120.0,2225.0,0.0,0.0,2770.0,1590.0,1560.0,ELECTRIC,E,,150.0,174.0,,,,,,P,2021,,,511.0
52029382,DE,IP-03_312_0282-ZFA-1,STELLANTIS,FIAT GROUP,FCA ITALY SPA,,E3*2007/46*0064*63,312,AYD1B,E25JM,FIAT,FIAT 500,M1,M1,1,1064.0,1135.0,,113.0,2300.0,1407.0,1413.0,PETROL,H,999.0,52.0,,E3 33,,1.3,,,P,2021,2021-11-19,4.9,
45103876,RO,IP-JBA1MTGJR5A_000-VF1-1,RENAULT-NISSAN-MITSUBISHI,RENAULT,RENAULT SAS,,E2*2007/46*0684*07,RJB,HE2,MT5TA09A5100,RENAULT,CAPTUR,M1,M1,1,1312.0,1495.0,,137.0,2639.0,1554.0,1541.0,LPG,B,999.0,74.0,,,,,,,P,2021,,,
46614978,IT,IP-JBA1N0PTL4A_000-VF1-1,RENAULT-NISSAN-MITSUBISHI,RENAULT,RENAULT SAS,,E2*2007/46*0684*12,RJB,HH2,N06UA8CA5000,RENAULT,CAPTUR,M1,M1,1,1322.0,,,132.0,2639.0,,,PETROL,H,1332.0,103.0,,E2 33 37,,,,,P,2021,2021-08-12,5.7,
52400215,DE,IP-04-U5Y-2018-1137,KIA,KIA SLOVAKIA,KIA SLOVAKIA SRO,,E4*2007/46*1299*13,CD,BAP71,D73F12,KIA,PROCEED,M1,M1,1,1438.0,1588.0,,153.0,2650.0,1555.0,1563.0,PETROL,M,1591.0,150.0,,E4 28,,0.8,,,P,2021,2021-03-30,6.8,
45173023,SE,IP-091928-KMH-1,HYUNDAI,HYUNDAI,HYUNDAI MOTOR COMPANY,,E4*2007/46*1259*11,OS,F5P41,D74A11,HYUNDAI,KONA,M1,M1,1,1342.0,1536.0,,136.0,2600.0,1559.0,1568.0,PETROL,M,998.0,88.0,,e9 29,,1.4,,,P,2021,,,
51766308,DE,IP-0000599-WBA-1,BMW,BMW AG,BAYERISCHE MOTOREN WERKE AG,,E1*2007/46*2017*05,G3K,6K71,IAW507M0,BMW,330I XDRIVE,M1,M1,1,1730.0,1943.0,,171.0,2851.0,1573.0,1587.0,PETROL,M,1998.0,190.0,,E24 3  28 29,,2.0,,,P,2021,2021-05-11,7.5,
